0,1
9505411,2126811
4934239,5823345
4934239,2985804
4934239,5246013
4942906,2126811
3919953,2126811
4406435,2126811
7164587,2126811
798945,2126811
10047847,2126811
4429043,2126811
4429043,2917895
4429043,5265455
3653962,2126811
1919796,5246013
1919796,5823345
1919796,3573631
8732239,2126811
764576,2126811
764576,3573631
9226675,2126811
9226675,2985804
5558429,2126811
5558429,5246013
8996627,2126811
8328574,2126811
8328574,2985804
8328574,5246013
3488226,2126811
3488226,5246013
2530952,2126811
2377934,2126811
8473597,2126811
1386156,2126811
5141189,2126811
4314077,2126811
9064195,2126811
6405570,2126811
10369210,2663579
10369210,2126811
10369210,3573631
9141557,2126811
9141557,2985804
8184063,5106374
3093481,2126811
1002319,5246013
1002319,2126811
9239857,2126811
10290946,2126811
6378712,5106374
5485419,5106374
3060241,2126811
8102449,2126811
5230266,2663579
5230266,2126811
5031309,5106374
8211662,2126811
8470496,2126811
254344,5106374
7649283,5106374
6286830,2985804
6684860,2985804
6684860,3573631
7117726,2985804
3841545,2126811
3841545,2985804
3223088,2126811
6412097,2126811
6105766,2126811
1969108,2126811
8889435,2126811
5312457,2126811
7281064,2126811
2489739,2126811
6214328,2126811
2661167,2126811
6922748,2126811
8866416,2126811
2643043,5106374
56350,2126811
957899,2126811
6172860,2126811
2155337,2126811
7370376,2126811
10843448,2126811
211558,5823345
2410505,5246013
2410505,2126811
7101215,5246013
7101215,2985804
4571925,2126811
2427540,5823345
10012312,2126811
7357778,2985804
7357778,2126811
5761114,2126811
3361431,5106374
6549716,2126811
8684457,2126811
8684457,5246013
8684457,2985804
8684457,5851801
3828022,2126811
3985307,2126811
5777222,2126811
5881460,2126811
2461143,2126811
7724680,2126811
7724680,5246013
9829353,2126811
1443359,2126811
10127656,2126811
10792522,2126811
10792522,5246013
10759720,2985804
2395547,5761771
95816,2126811
95816,5246013
95816,255604
1861255,2126811
3632856,2126811
3632856,146800
5864520,2126811
4870608,2126811
894635,2126811
894635,2985804
8163213,2126811
7977024,2126811
1247994,5106374
9963011,2126811
3459954,2126811
3459954,2985804
4915745,2126811
4915745,3573631
382022,2126811
6941266,5246013
6941266,2126811
10685311,5106374
6388033,5246013
6690871,2126811
736510,2126811
7202586,2126811
4424887,2126811
3593371,2126811
9992431,2985804
9992431,5001048
9992431,2126811
5122510,2126811
8314491,2985804
2316870,2985804
2316870,2126811
10819083,2985804
4250596,2126811
6685484,2126811
6999868,2126811
5790058,2126811
6420718,2126811
6420718,5823345
6420718,5246013
10687740,2126811
6880642,2126811
2415637,2985804
1420477,2985804
1420477,2126811
4414835,2985804
4414835,2126811
3017955,5106374
6017118,2126811
7692350,2126811
7022333,2126811
10214802,2126811
6962630,2126811
6962630,2985804
9577663,2126811
7324009,2126811
6399443,2126811
3591806,2126811
3754017,2126811
10763440,2126811
8700578,2126811
8700578,2985804
1510629,2985804
2890480,5246013
2890480,2126811
8717220,5001048
3875658,5106374
362304,2126811
4688094,2126811
9436910,2126811
5361241,2126811
1489176,2126811
1489176,3573631
7369284,2985804
2175762,2985804
9142552,2126811
379323,2126811
5376047,2126811
6463398,2126811
2255527,5001048
698326,2126811
8198041,2985804
154341,2126811
4805896,2126811
7864004,2126811
4138909,2126811
10393009,2126811
4698560,2126811
10604891,2126811
7798066,2126811
4256409,2126811
2359319,2126811
9184473,2126811
9184473,4246110
9184473,4075466
9184473,2917895
9184473,5823345
9184473,4343638
7717506,2985804
2502052,2985804
2502052,5823345
3625988,5106374
10645982,2126811
145318,5106374
5825062,2985804
9433454,2985804
9433454,2126811
2913553,2985804
846918,5001048
1491889,5106374
4270627,2126811
4305387,2126811
4305387,5246013
1894800,2126811
4338166,2126811
2437456,2126811
7343857,2126811
3110586,2126811
3110586,5246013
4238041,2126811
4238041,2985804
10236207,2126811
739203,2126811
10835100,2126811
6878261,3573631
4575657,5246013
2060109,2126811
4457419,2126811
2481172,2126811
2481172,2985804
2481172,255604
3553638,2126811
2803918,2126811
5456807,2126811
1700190,2126811
8541825,2126811
8541825,2985804
772676,2126811
772676,2985804
7443170,2126811
6299338,2126811
678034,2126811
9016368,2985804
6151180,2985804
6151180,2126811
6196655,2126811
9933894,2985804
10230028,2126811
10230028,2985804
3707680,2126811
3707680,2985804
10529358,2126811
9166463,2126811
29086,2126811
9682086,2126811
7704226,5106374
402541,2126811
2381649,2126811
2719524,2126811
3548598,2126811
3322060,2126811
2053380,2126811
5603393,2126811
5603393,2985804
10707837,2985804
6336869,2126811
5497999,2126811
1412690,5246013
8334844,5106374
1187046,2126811
10571701,2126811
1395533,2126811
3536415,2126811
2397971,2126811
6938483,2126811
8403517,2126811
6029128,2126811
927397,2126811
1222385,2126811
1110664,5106374
1634671,2126811
10162503,2763208
3307298,2763208
4291592,2763208
2109861,2763208
6871950,2763208
1632396,2763208
4059343,2763208
3715150,2763208
6372512,2763208
1131059,2763208
5274856,2763208
9136469,2763208
1193198,2763208
10536042,2763208
10551658,2763208
7480106,2763208
6448590,2763208
8985601,2763208
1790481,2763208
5682598,2763208
308659,2763208
10346163,2763208
356741,2763208
2640975,2763208
5514681,2763208
40837,2763208
562481,2763208
3755270,2985804
3755270,2126811
10866187,2985804
7395837,2985804
9767115,2985804
8500482,2985804
8500482,2126811
5481849,2126811
3041718,5246013
10663868,2126811
7201112,5106374
8688696,2126811
4964883,2126811
9263151,2126811
4239522,2985804
3889902,2985804
7335913,2985804
2820252,2985804
368010,2985804
10722052,2985804
2545077,2985804
787511,2985804
2450875,2985804
2450875,3573631
1751279,2126811
9717306,5106374
7384078,2375860
3558743,5106374
4186105,2126811
8353919,2126811
5680033,2126811
6481258,2126811
6786004,2126811
3353715,2126811
3353715,5246013
8183716,2985804
5475179,2126811
1046797,2126811
5407021,5106374
10470380,2126811
4597121,5106374
2022356,5106374
7820277,5106374
4942995,2126811
3085380,2985804
1318989,2985804
8712539,2985804
7796610,2126811
5188685,2126811
5188685,2663579
8148747,2126811
7330121,2126811
1542184,2126811
3586702,2126811
3586702,1232365
1083454,2126811
7125668,2126811
6681594,2126811
6681594,5246013
6681594,2663579
7072514,2126811
10292962,2985804
8996163,2126811
7154738,2126811
7154738,5246013
7154738,5001048
10678168,2126811
287079,2126811
7582591,2663579
10686200,2126811
4739084,2663579
4510644,2985804
4510644,5246013
4823977,2985804
4823977,2126811
3966845,5106374
173956,2126811
4637784,2126811
4637784,3573631
7130912,2126811
6237332,2985804
6237332,2126811
2026205,2917895
2207568,2126811
211796,5106374
3287385,2126811
3886459,2126811
3057150,2126811
3702099,2985804
3702099,2126811
10194989,2985804
7612247,2985804
7612247,2126811
714550,2985804
714550,2126811
10611469,2126811
3672344,2126811
7605074,2126811
4560822,2126811
8596672,2126811
9302745,2126811
6414105,2126811
4531365,2126811
8943887,2126811
1737452,2985804
6805631,2126811
4408447,2126811
4408447,2985804
7453418,2985804
7453418,5761771
5659102,2985804
9423815,2126811
9423815,3777883
2838795,2465529
10037602,5246013
10037602,2126811
7772241,5106374
5324929,2126811
5324929,2985804
8447782,2126811
8447782,2985804
5387340,2126811
5387340,5823345
5387340,2985804
6174539,2126811
3106801,2126811
3106801,5823345
1607513,2126811
1607513,2985804
10694900,2126811
4255158,2126811
3077959,2126811
9919170,2126811
9919170,5001048
9919170,2985804
261102,2126811
2829015,2126811
5754692,2126811
5754692,2985804
5282902,2126811
9348070,2126811
4518783,2126811
4518783,2985804
2466765,4246110
8163379,5246013
9024741,2126811
9024741,5246013
3379323,2126811
2320226,2126811
4686010,2126811
9047757,2985804
8758811,2126811
9127698,2126811
362278,5001048
5302593,5823345
4264312,5246013
4264312,2375860
6067108,5246013
6067108,2126811
1103261,5246013
1103261,2126811
8993525,2126811
589746,5246013
6189710,5106374
45963,5246013
5768867,5246013
5768867,2126811
5768867,4358984
8633474,5246013
8633474,2985804
6046732,2126811
10721100,2126811
5190786,5106374
615411,3573631
6209410,3573631
6209410,2126811
9524752,3573631
9524752,2126811
5712833,5246013
5712833,2126811
9968707,2126811
355607,2126811
5176413,5106374
